"date","source","leads_generated"
"2024-03-30",Toll Free,94
"2024-11-13",Test Drive,32
"2024-10-01",Twitter,7
"2024-06-04",Motory,59
"2024-07-28",Online Sales,380
"2024-12-10",Toyota Offer,1
"2024-08-08",Website,103
"2024-02-27",Toyota Offer,336
"2024-12-16",Motory Campaign,99
"2024-03-28",Twitter,16
"2024-07-15",Motory,91
"2024-04-02",Website,108
"2024-02-17",Chatbot,2
"2024-11-27",Motory,43
"2024-10-23",Test Drive,44
"2024-09-24",Test Drive,56
"2024-07-23",Events,1
"2024-11-25",Chatbot,3
"2024-06-29",Online Sales,308
"2024-04-25",Social Media - Campaign,93
"2024-04-15",Instagram,2
"2024-06-20",Toll Free,1
"2024-10-30",Events,1
"2024-09-11",Online Sales,557
"2024-10-05",Chatbot,2
"2024-09-09",Toyota Offer,2
"2024-11-02",Online Sales,319
"2024-07-29",Motory,189
"2024-10-08",Toll Free,83
"2024-11-08",Toll Free,18
"2024-10-29",Instagram,1
"2024-10-04",Mobile Applications-TSS,1
"2024-11-10",Events,1
"2024-02-09",Facebook,1
"2024-08-07",Twitter,26
"2024-04-11",Motory,36
"2024-07-23",Motory,113
"2024-02-07",Toll Free,153
"2024-03-15",Website,149
"2024-02-26",Twitter,9
"2024-03-05",Facebook,1
"2024-02-04",Website,88
"2024-08-14",Test Drive,64
"2024-02-10",Mobile Applications-TSS,2
"2024-09-02",Twitter,13
"2024-09-11",Chatbot,3
"2024-12-11",Chatbot,1
"2024-04-08",Chatbot,2
"2024-07-27",Motory,76
"2024-04-17",Website,124
"2024-12-07",Toyota Offer,1
"2024-08-31",Motory,47
"2024-11-26",Toyota Offer,1
"2024-09-22",Motory,49
"2024-07-11",Online Sales,415
"2024-06-23",Toyota Offer,2
"2024-08-25",Yalla Motor,35
"2024-06-15",Twitter,5
"2024-05-25",Events,1
"2024-12-30",Chatbot,3
"2024-02-26",Motory,103
"2024-08-01",Toll Free,136
"2024-09-29",Motory Campaign,259
"2024-05-10",Website,5
"2024-02-09",Social Media - Campaign,2
"2024-02-02",Motory,58
"2024-09-24",Motory,59
"2024-10-09",Chatbot,7
"2024-12-05",Test Drive,39
"2024-08-07",Instagram,1
"2024-06-08",Test Drive,39
"2024-03-18",Online Sales,540
"2024-08-07",Social Media - Campaign,3
"2024-09-23",Chatbot,8
"2024-10-29",Toll Free,84
"2024-09-05",Instagram,2
"2024-02-28",Website,89
"2024-07-23",Chatbot,5
"2024-03-01",Twitter,7
"2024-07-09",Toll Free,163
"2024-12-07",Motory,45
"2024-10-09",Test Drive,52
"2024-05-06",Events,1
"2024-06-04",Social Media - Campaign,1
"2024-02-17",Online Sales,397
"2024-12-21",Social Media - Campaign,197
"2024-07-08",Motory,82
"2024-01-28",Website,102
"2024-09-11",Mobile Applications-TSS,2
"2024-12-25",Online Sales,162
"2024-07-30",Instagram,4
"2024-11-14",Twitter,6
"2024-06-16",Motory,22
"2024-05-16",Toyota Offer,696
"2024-01-26",Chatbot,4
"2024-05-18",Instagram,3
"2024-12-07",Online Sales,204
"2024-12-31",Online Sales,116
"2024-07-01",Online Sales,773
"2024-12-07",Toll Free,54
"2024-11-02",Website,108
"2024-08-01",Motory,87
"2024-07-30",Website,88
"2024-11-22",Test Drive,20
"2024-08-23",Toll Free,68
"2024-11-26",Website,111
"2024-10-23",Motory Campaign,12
"2024-09-26",Online Sales,434
"2024-01-22",Website,111
"2024-05-19",Online Sales,480
"2024-08-08",Test Drive,51
"2024-11-08",Test Drive,19
"2024-08-20",Test Drive,42
"2024-09-01",Chatbot,2
"2024-12-05",Motory,27
"2024-07-11",Chatbot,3
"2024-06-12",Motory,44
"2024-08-10",Instagram,1
"2024-07-10",Chatbot,2
"2024-02-23",Toyota Offer,111
"2024-02-15",Motory,85
"2024-05-03",Twitter,16
"2024-09-26",Instagram,1
"2024-04-25",Motory,73
"2024-11-29",Motory Campaign,35
"2024-02-11",Online Sales,332
"2024-10-06",Test Drive,58
"2024-06-09",Website,71
"2024-12-03",Online Sales,182
"2024-03-26",Online Sales,456
"2024-12-26",Chatbot,1
"2024-10-27",Online Sales,402
"2024-06-11",Toll Free,101
"2024-08-15",Twitter,22
"2024-11-11",Toyota Offer,200
"2024-03-21",Mobile Applications-TSS,1
"2024-12-27",Online Sales,150
"2024-09-26",Motory,61
"2024-08-20",Instagram,1
"2024-12-15",Social Media - Campaign,25
"2024-03-25",Chatbot,2
"2024-11-23",Facebook,1
"2024-01-30",Instagram,5
"2024-12-15",Twitter,5
"2024-11-12",Toll Free,70
"2024-03-13",Events,1
"2024-03-05",Motory,82
"2024-08-04",Twitter,12
"2024-09-17",Mobile Applications-TSS,1
"2024-12-25",Motory,34
"2024-07-12",Toll Free,41
"2024-12-01",Toll Free,79
"2024-10-03",Toll Free,88
"2024-07-26",Twitter,18
"2024-03-25",Toll Free,122
"2024-11-16",Website,112
"2024-03-06",Website,134
"2024-12-03",Twitter,7
"2024-05-31",Twitter,16
"2024-01-23",Chatbot,5
"2024-12-13",Test Drive,29
"2024-01-21",Toyota Offer,41
"2024-03-24",Motory,107
"2024-10-23",Motory,59
"2024-01-17",Toll Free,144
"2024-07-30",Toyota Offer,32
"2024-07-27",Motory Campaign,1
"2024-10-11",Test Drive,40
"2024-01-30",Social Media - Campaign,1
"2024-01-17",Instagram,1
"2024-11-19",Test Drive,47
"2024-06-10",Online Sales,361
"2024-01-24",Website,103
"2024-11-09",Chatbot,3
"2024-07-24",Instagram,1
"2024-10-22",Social Media - Campaign,5
"2024-10-07",Test Drive,45
"2024-11-05",Online Sales,295
"2024-03-03",Motory,89
"2024-11-03",Test Drive,40
"2024-10-29",Toyota Offer,333
"2024-07-07",Mobile Applications-TSS,1
"2024-05-29",Online Sales,437
"2024-06-16",Test Drive,25
"2024-10-01",Test Drive,10
"2024-04-29",Social Media - Campaign,3
"2024-07-17",Facebook,1
"2024-05-01",Social Media - Campaign,1
"2024-03-14",Twitter,15
"2024-10-14",Test Drive,38
"2024-08-04",Instagram,1
"2024-07-27",Website,102
"2024-05-17",Toyota Offer,120
"2024-11-19",Toll Free,79
"2024-07-31",Social Media - Campaign,68
"2024-12-27",Toll Free,5
"2024-07-26",Social Media - Campaign,1
"2024-03-04",Online Sales,357
"2024-08-22",Toll Free,329
"2024-12-25",Chatbot,2
"2024-06-08",Online Sales,356
"2024-10-17",Toyota Offer,130
"2024-01-08",Chatbot,3
"2024-03-03",Twitter,15
"2024-12-19",Toll Free,78
"2024-09-15",Twitter,22
"2024-07-07",Events,2
"2024-12-02",Twitter,4
"2024-08-08",Instagram,1
"2024-12-28",Twitter,4
"2024-05-28",Toll Free,221
"2024-09-14",Website,89
"2024-09-09",Mobile Applications-TSS,1
"2024-02-12",Toll Free,153
"2024-09-13",Instagram,1
"2024-01-11",Chatbot,5
"2024-10-11",Toyota Offer,2
"2024-02-23",Mobile Applications-TSS,1
"2024-04-25",Instagram,3
"2024-02-22",Mobile Applications-TSS,2
"2024-05-18",Toyota Offer,397
"2024-12-18",Test Drive,42
"2024-11-02",Toyota Offer,8
"2024-03-29",Toyota Offer,1838
"2024-11-17",Motory,46
"2024-01-04",Website,74
"2024-05-18",Website,103
"2024-12-06",Website,83
"2024-10-19",Motory,54
"2024-03-16",Twitter,14
"2024-06-16",Online Sales,228
"2024-06-04",Mobile Applications-TSS,1
"2024-05-19",Chatbot,8
"2024-12-15",Online Sales,255
"2024-11-14",Motory Campaign,64
"2024-01-31",Online Sales,311
"2024-03-14",Online Sales,445
"2024-01-18",Toyota Offer,35
"2024-01-26",Social Media - Campaign,14
"2024-08-27",Test Drive,29
"2024-08-10",Test Drive,48
"2024-05-28",Online Sales,442
"2024-11-08",Social Media - Campaign,74
"2024-07-29",Toll Free,205
"2024-12-12",Test Drive,31
"2024-05-29",Twitter,16
"2024-05-20",Online Sales,498
"2024-04-27",Online Sales,365
"2024-05-31",Events,1
"2024-01-07",Instagram,2
"2024-08-13",Chatbot,1
"2024-01-17",Motory,94
"2024-09-03",Twitter,17
"2024-02-05",Online Sales,388
"2024-06-25",Chatbot,3
"2024-07-02",Chatbot,1
"2024-08-27",Online Sales,897
"2024-12-01",Online Sales,191
"2024-08-24",Toll Free,302
"2024-05-21",Website,116
"2024-06-05",Motory,73
"2024-11-29",Twitter,4
"2024-09-11",Toyota Offer,90
"2024-08-26",Twitter,18
"2024-01-24",Social Media - Campaign,3
"2024-11-19",Online Sales,335
"2024-09-18",Website,202
"2024-06-19",Website,98
"2024-02-13",Chatbot,1
"2024-09-04",Toyota Offer,147
"2024-02-23",Chatbot,2
"2024-12-19",Test Drive,41
"2024-02-07",Website,74
"2024-09-09",Test Drive,62
"2024-08-17",Test Drive,39
"2024-08-15",Motory,78
"2024-03-13",Online Sales,401
"2024-04-18",Online Sales,367
"2024-11-13",Online Sales,295
"2024-03-24",Toyota Offer,62
"2024-03-20",Chatbot,2
"2024-08-14",Toll Free,167
"2024-10-19",Events,1
"2024-12-31",Toyota Offer,1
"2024-10-17",Twitter,8
"2024-10-22",Toll Free,100
"2024-08-05",Twitter,16
"2024-11-03",Motory Campaign,1
"2024-09-19",Twitter,17
"2024-12-28",Online Sales,154
"2024-11-03",Motory,55
"2024-07-21",Chatbot,1
"2024-03-16",Instagram,2
"2024-10-28",Instagram,2
"2024-09-26",Motory Campaign,1
"2024-10-12",Motory,34
"2024-06-25",Toll Free,188
"2024-12-04",Toll Free,66
"2024-04-23",Motory,89
"2024-05-25",Online Sales,458
"2024-06-26",Social Media - Campaign,20
"2024-12-14",Twitter,5
"2024-08-21",Yalla Motor,24
"2024-09-30",Toll Free,116
"2024-07-25",Chatbot,3
"2024-05-11",Chatbot,4
"2024-11-08",Chatbot,5
"2024-09-05",Chatbot,3
"2024-04-20",Events,4
"2024-01-13",Chatbot,1
"2024-11-02",Events,1
"2024-07-25",Motory,101
"2024-09-03",Online Sales,423
"2024-11-24",Motory Campaign,180
"2024-07-02",Online Sales,793
"2024-02-15",Website,96
"2024-04-07",Motory,69
"2024-12-13",Social Media - Campaign,144
"2024-03-14",Social Media - Campaign,80
"2024-01-01",Toll Free,165
"2024-06-26",Motory,75
"2024-04-15",Website,150
"2024-01-10",Instagram,1
"2024-09-06",Test Drive,49
"2024-04-03",Chatbot,5
"2024-06-26",Twitter,14
"2024-07-28",Instagram,2
"2024-04-22",Toll Free,196
"2024-05-01",Twitter,1
"2024-11-23",Twitter,9
"2024-09-07",Social Media - Campaign,39
"2024-08-09",Website,73
"2024-07-07",Instagram,1
"2024-10-19",Test Drive,59
"2024-03-05",Chatbot,1
"2024-10-23",Social Media - Campaign,18
"2024-01-03",Social Media - Campaign,79
"2024-07-18",Website,67
"2024-12-06",Test Drive,29
"2024-05-03",Facebook,3
"2024-06-20",Instagram,1
"2024-06-03",Toll Free,141
"2024-06-23",Toll Free,255
"2024-05-24",Social Media - Campaign,1
"2024-09-01",Motory,66
"2024-11-30",Online Sales,260
"2024-04-10",Twitter,3
"2024-07-27",Toyota Offer,20
"2024-02-21",Chatbot,1
"2024-07-21",Instagram,1
"2024-09-18",Twitter,17
"2024-12-22",Motory,35
"2024-05-22",Toll Free,198
"2024-07-11",Website,84
"2024-01-03",Online Sales,353
"2024-07-28",Chatbot,6
"2024-08-15",Website,1
"2024-07-20",Twitter,9
"2024-01-20",Toll Free,99
"2024-05-14",Twitter,15
"2024-05-12",Chatbot,5
"2024-06-29",Toll Free,135
"2024-09-10",Toll Free,136
"2024-10-30",Motory,42
"2024-01-24",Toll Free,143
"2024-07-27",Twitter,17
"2024-02-24",Online Sales,375
"2024-04-16",Online Sales,376
"2024-11-22",Chatbot,1
"2024-06-30",Toyota Offer,9
"2024-04-15",Chatbot,4
"2024-01-13",Twitter,5
"2024-07-01",Instagram,6
"2024-03-22",Chatbot,1
"2024-04-28",Motory,74
"2024-05-15",Test Drive,56
"2024-08-07",Motory,89
"2024-12-31",Motory,17
"2024-07-28",Motory,98
"2024-05-05",Chatbot,4
"2024-10-11",Mobile Applications-TSS,1
"2024-11-09",Website,108
"2024-10-09",Toll Free,67
"2024-11-18",Online Sales,346
"2024-08-10",Mobile Applications-TSS,2
"2024-10-21",Motory Campaign,61
"2024-03-25",Toyota Offer,74
"2024-04-18",Events,3
"2024-01-21",Website,92
"2024-02-28",Toll Free,183
"2024-10-16",Motory,50
"2024-02-06",Chatbot,2
"2024-04-23",Toll Free,164
"2024-06-08",Chatbot,8
"2024-03-14",Chatbot,1
"2024-10-11",Social Media - Campaign,200
"2024-01-02",Mobile Applications-TSS,1
"2024-05-11",Toll Free,135
"2024-08-07",Mobile Applications-TSS,1
"2024-12-14",Online Sales,200
"2024-01-01",Motory,70
"2024-04-10",Motory,24
"2024-07-22",Toyota Offer,46
"2024-08-29",Social Media - Campaign,118
"2024-11-23",Motory,49
"2024-09-08",Online Sales,496
"2024-06-28",Toll Free,27
"2024-01-26",Toll Free,17
"2024-08-15",Test Drive,44
"2024-02-22",Toyota Offer,146
"2024-02-08",Website,81
"2024-06-03",Toyota Offer,1
"2024-03-27",Motory,81
"2024-02-23",Toll Free,27
"2024-09-18",Test Drive,56
"2024-10-16",Website,147
"2024-04-18",Toyota Offer,1
"2024-03-25",Website,124
"2024-12-11",Test Drive,35
"2024-02-24",Motory,60
"2024-12-30",Online Sales,265
"2024-11-29",Motory,42
"2024-01-28",Chatbot,1
"2024-09-30",Motory,57
"2024-03-20",Social Media - Campaign,28
"2024-11-13",Motory,26
"2024-09-08",Twitter,17
"2024-04-27",Chatbot,3
"2024-08-19",Toll Free,308
"2024-10-08",Website,184
"2024-07-08",Test Drive,37
"2024-09-11",Test Drive,62
"2024-08-11",Website,111
"2024-10-23",Website,116
"2024-11-16",Twitter,11
"2024-09-24",Events,1
"2024-05-06",Toll Free,120
"2024-06-14",Events,1
"2024-07-23",Online Sales,433
"2024-03-15",Motory,114
"2024-12-07",Social Media - Campaign,36
"2024-02-01",Twitter,2
"2024-09-27",Toyota Offer,119
"2024-08-29",Instagram,1
"2024-11-03",Toll Free,65
"2024-10-24",Chatbot,1
"2024-03-09",Social Media - Campaign,6
"2024-07-26",Toyota Offer,1
"2024-12-12",Online Sales,182
"2024-01-25",Toll Free,148
"2024-08-28",Events,1
"2024-04-18",Motory,81
"2024-04-05",Motory,71
"2024-09-10",Chatbot,4
"2024-06-10",Motory,58
"2024-10-20",Toyota Offer,54
"2024-10-06",Website,141
"2024-10-16",Motory Campaign,10
"2024-11-07",Website,90
"2024-01-15",Mobile Applications-TSS,1
"2024-03-06",Twitter,7
"2024-09-17",Test Drive,53
"2024-11-05",Motory,49
"2024-07-21",Test Drive,53
"2024-03-18",Chatbot,2
"2024-03-18",Toll Free,114
"2024-10-28",Test Drive,38
"2024-04-30",Facebook,1
"2024-08-02",Motory,79
"2024-12-09",Toyota Offer,2
"2024-08-25",Motory,41
"2024-02-29",Online Sales,248
"2024-11-25",Twitter,6
"2024-06-10",Test Drive,43
"2024-01-22",Online Sales,391
"2024-02-04",Online Sales,372
"2024-01-12",Instagram,1
"2024-10-19",Online Sales,398
"2024-08-05",Toll Free,158
"2024-11-27",Instagram,1
"2024-11-07",Mobile Applications-TSS,1
"2024-12-16",Online Sales,212
"2024-04-21",Social Media - Campaign,50
"2024-12-16",Motory,41
"2024-12-08",Chatbot,1
"2024-02-01",Online Sales,277
"2024-11-07",Motory Campaign,52
"2024-03-31",Social Media - Campaign,91
"2024-02-17",Toll Free,108
"2024-12-21",Online Sales,235
"2024-09-18",Online Sales,508
"2024-09-08",Test Drive,66
"2024-08-18",Twitter,82
"2024-07-03",Online Sales,629
"2024-09-15",Motory,54
"2024-08-12",Motory,69
"2024-07-19",Website,74
"2024-06-17",Online Sales,257
"2024-12-27",Motory,36
"2024-01-02",Twitter,6
"2024-08-24",Twitter,31
"2024-12-03",Toll Free,55
"2024-08-30",Yalla Motor,69
"2024-02-09",Twitter,6
"2024-10-21",Online Sales,274
"2024-10-04",Chatbot,4
"2024-11-11",Twitter,9
"2024-07-25",Facebook,1
"2024-12-23",Website,125
"2024-01-12",Toll Free,30
"2024-09-19",Online Sales,471
"2024-12-14",Toll Free,45
"2024-02-05",Motory,114
"2024-11-29",Online Sales,220
"2024-10-30",Online Sales,329
"2024-06-03",Website,80
"2024-10-24",Social Media - Campaign,10
"2024-02-28",Mobile Applications-TSS,2
"2024-08-16",Test Drive,39
"2024-08-13",Online Sales,5
"2024-04-22",Toyota Offer,13
"2024-02-18",Twitter,8
"2024-04-27",Twitter,13
"2024-01-02",Motory,87
"2024-12-24",Motory Campaign,85
"2024-10-24",Website,120
"2024-05-25",Toyota Offer,21
"2024-09-07",Motory,47
"2024-09-29",Social Media - Campaign,37
"2024-11-07",Online Sales,244
"2024-10-20",Twitter,4
"2024-05-20",Website,126
"2024-11-29",Test Drive,27
"2024-10-24",Toyota Offer,5
"2024-01-12",Online Sales,319
"2024-01-14",Website,100
"2024-07-16",Chatbot,4
"2024-07-08",Twitter,18
"2024-11-12",Motory,46
"2024-07-30",Test Drive,41
"2024-04-26",Social Media - Campaign,149
"2024-04-14",Chatbot,2
"2024-06-14",Motory,29
"2024-10-18",Toyota Offer,465
"2024-06-27",Online Sales,339
"2024-06-29",Instagram,1
"2024-11-10",Motory,36
"2024-10-25",Online Sales,303
"2024-01-18",Social Media - Campaign,10
"2024-05-24",Facebook,1
"2024-04-30",Toyota Offer,28
"2024-03-05",Mobile Applications-TSS,1
"2024-02-20",Online Sales,350
"2024-12-29",Online Sales,204
"2024-03-04",Toll Free,190
"2024-05-01",Events,2
"2024-12-09",Online Sales,230
"2024-03-11",Instagram,1
"2024-10-03",Chatbot,5
"2024-05-28",Twitter,23
"2024-04-01",Toyota Offer,38
"2024-03-10",Toll Free,160
"2024-04-15",Twitter,6
"2024-10-31",Twitter,12
"2024-09-23",Online Sales,370
"2024-07-09",Mobile Applications-TSS,1
"2024-02-19",Website,100
"2024-08-13",Motory Campaign,30
"2024-04-23",Instagram,2
"2024-05-17",Social Media - Campaign,120
"2024-11-16",Toll Free,80
"2024-03-03",Online Sales,380
"2024-10-05",Website,118
"2024-01-12",Mobile Applications-TSS,1
"2024-09-27",Online Sales,422
"2024-05-03",Online Sales,349
"2024-03-19",Events,2
"2024-02-11",Instagram,1
"2024-01-06",Toll Free,124
"2024-07-26",Motory,56
"2024-07-24",Online Sales,360
"2024-01-05",Instagram,1
"2024-09-29",Test Drive,53
"2024-06-20",Website,87
"2024-05-16",Toll Free,181
"2024-02-15",Social Media - Campaign,72
"2024-08-25",Test Drive,45
"2024-01-17",Mobile Applications-TSS,1
"2024-01-09",Website,71
"2024-07-13",Toyota Offer,5
"2024-03-30",Motory,94
"2024-05-05",Toll Free,165
"2024-11-17",Online Sales,347
"2024-05-10",Motory,69
"2024-12-17",Toyota Offer,1
"2024-07-30",Motory,73
"2024-01-01",Social Media - Campaign,6
"2024-12-27",Website,107
"2024-05-04",Social Media - Campaign,208
"2024-03-27",Toyota Offer,2447
"2024-06-13",Toll Free,84
"2024-01-05",Toll Free,22
"2024-01-27",Website,82
"2024-08-08",Toyota Offer,1
"2024-02-13",Events,2
"2024-01-19",Toll Free,19
"2024-08-16",Twitter,168
"2024-03-28",Online Sales,488
"2024-09-25",Mobile Applications-TSS,1
"2024-08-31",Chatbot,1
"2024-06-24",Toyota Offer,222
"2024-09-29",Instagram,1
"2024-10-03",Online Sales,326
"2024-12-18",Toyota Offer,3
"2024-01-27",Toll Free,72
"2024-06-15",Test Drive,30
"2024-06-24",Online Sales,417
"2024-05-01",Motory,73
"2024-04-27",Toyota Offer,22
"2024-11-25",Toll Free,61
"2024-12-20",Toyota Offer,5
"2024-11-09",Twitter,6
"2024-08-27",Twitter,25
"2024-11-10",Twitter,14
"2024-12-15",Test Drive,36
"2024-11-21",Toyota Offer,73
"2024-07-13",Online Sales,368
"2024-06-14",Toyota Offer,2
"2024-10-12",Test Drive,63
"2024-07-14",Test Drive,46
"2024-07-05",Chatbot,1
"2024-02-11",HoloLens,1
"2024-08-13",Social Media - Campaign,42
"2024-07-05",Toyota Offer,1
"2024-02-25",Toll Free,157
"2024-03-01",Instagram,1
"2024-04-05",Twitter,7
"2024-08-18",Online Sales,1767
"2024-04-03",Twitter,13
"2024-05-18",Chatbot,4
"2024-09-09",Instagram,1
"2024-03-09",Chatbot,1
"2024-09-11",Motory,43
"2024-08-02",Toll Free,62
"2024-08-12",Motory Campaign,32
"2024-11-30",Test Drive,27
"2024-05-20",Motory,53
"2024-12-10",Online Sales,189
"2024-10-15",Test Drive,54
"2024-02-12",Toyota Offer,19
"2024-08-17",Online Sales,1960
"2024-06-23",Social Media - Campaign,1
"2024-01-14",Chatbot,4
"2024-09-21",Test Drive,59
"2024-05-05",Online Sales,371
"2024-02-16",Toll Free,18
"2024-04-22",Instagram,2
"2024-06-12",Chatbot,5
"2024-12-08",Motory Campaign,155
"2024-11-01",Twitter,4
"2024-03-05",Social Media - Campaign,28
"2024-02-18",Toll Free,179
"2024-10-17",Toll Free,66
"2024-12-24",Online Sales,192
"2024-10-01",Motory,57
"2024-09-19",Mobile Applications-TSS,1
"2024-09-19",Social Media - Campaign,40
"2024-10-10",Motory,37
"2024-02-04",Chatbot,1
"2024-04-15",Toll Free,230
"2024-01-22",Social Media - Campaign,1
"2024-12-29",Test Drive,64
"2024-06-15",Toyota Offer,1
"2024-04-09",Twitter,6
"2024-02-02",Twitter,6
"2024-06-24",Events,1
"2024-08-31",Website,178
